checkin_info.9-0,checkin_info.9-1,checkin_info.9-2,checkin_info.9-3,checkin_info.9-4,checkin_info.9-5,checkin_info.9-6,checkin_info.20-2,checkin_info.20-3,checkin_info.20-0,checkin_info.20-1,checkin_info.20-6,checkin_info.20-4,checkin_info.20-5,checkin_info.5-4,business_id,checkin_info.12-1,checkin_info.12-0,checkin_info.12-3,checkin_info.12-2,checkin_info.12-5,checkin_info.12-4,checkin_info.12-6,checkin_info.15-6,checkin_info.15-4,checkin_info.15-5,checkin_info.15-2,checkin_info.15-3,checkin_info.15-0,checkin_info.15-1,checkin_info.17-1,checkin_info.22-4,checkin_info.22-5,checkin_info.22-6,checkin_info.22-0,checkin_info.22-1,checkin_info.22-2,checkin_info.22-3,checkin_info.11-2,checkin_info.11-3,checkin_info.11-0,checkin_info.11-1,checkin_info.11-6,checkin_info.11-4,checkin_info.11-5,checkin_info.16-5,checkin_info.16-4,checkin_info.16-6,checkin_info.16-1,checkin_info.16-0,checkin_info.16-3,checkin_info.16-2,checkin_info.1-0,checkin_info.1-1,checkin_info.1-2,checkin_info.1-3,checkin_info.1-4,checkin_info.1-5,checkin_info.1-6,checkin_info.7-3,checkin_info.7-0,checkin_info.7-1,checkin_info.4-1,checkin_info.4-0,checkin_info.4-3,checkin_info.4-2,checkin_info.4-5,checkin_info.4-4,checkin_info.2-5,checkin_info.2-4,checkin_info.3-3,checkin_info.7-4,checkin_info.7-5,checkin_info.19-2,checkin_info.19-3,checkin_info.19-0,checkin_info.19-1,checkin_info.19-6,checkin_info.19-4,checkin_info.19-5,checkin_info.2-3,checkin_info.2-2,checkin_info.2-1,checkin_info.7-2,checkin_info.5-5,checkin_info.5-6,checkin_info.2-0,checkin_info.7-6,checkin_info.5-1,checkin_info.5-2,checkin_info.5-3,checkin_info.3-2,checkin_info.2-6,checkin_info.21-6,checkin_info.21-5,checkin_info.21-4,checkin_info.21-3,checkin_info.21-2,checkin_info.21-1,checkin_info.21-0,checkin_info.8-5,checkin_info.8-4,checkin_info.8-6,type,checkin_info.8-0,checkin_info.8-3,checkin_info.8-2,checkin_info.5-0,checkin_info.17-0,checkin_info.8-1,checkin_info.17-2,checkin_info.17-3,checkin_info.17-4,checkin_info.17-5,checkin_info.17-6,checkin_info.14-3,checkin_info.14-2,checkin_info.14-1,checkin_info.14-0,checkin_info.14-6,checkin_info.14-5,checkin_info.14-4,checkin_info.4-6,checkin_info.13-4,checkin_info.13-5,checkin_info.13-6,checkin_info.13-0,checkin_info.13-1,checkin_info.13-2,checkin_info.13-3,checkin_info.10-6,checkin_info.10-5,checkin_info.10-4,checkin_info.10-3,checkin_info.10-2,checkin_info.10-1,checkin_info.10-0,checkin_info.3-5,checkin_info.23-1,checkin_info.23-0,checkin_info.23-3,checkin_info.23-2,checkin_info.23-5,checkin_info.23-4,checkin_info.23-6,checkin_info.6-5,checkin_info.3-0,checkin_info.0-5,checkin_info.0-4,checkin_info.0-6,checkin_info.0-1,checkin_info.0-0,checkin_info.0-3,checkin_info.0-2,checkin_info.3-6,checkin_info.6-6,checkin_info.3-4,checkin_info.6-4,checkin_info.6-3,checkin_info.6-2,checkin_info.6-1,checkin_info.6-0,checkin_info.3-1,checkin_info.18-6,checkin_info.18-5,checkin_info.18-4,checkin_info.18-3,checkin_info.18-2,checkin_info.18-1,checkin_info.18-0
,,,,,,,,,,,,,,,t7fOnFBXhAuG74hwQ5G17Q,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,6,3,3,7,5,,_4-K6xAYzCEIn_r4B8FB2g,2,2,4,5,7,3,7,2,1,5,2,2,2,2,1,3,2,1,4,1,,1,,2,1,1,2,2,2,,2,2,,1,1,4,,,,,,,,,,,,,,,,,,,,,,5,4,10,3,5,6,2,,,,,,,,,,,,,,3,,4,1,1,2,3,,,,checkin,,,1,,1,,3,6,8,3,1,,1,5,3,1,10,3,,3,13,8,3,4,2,5,1,2,3,1,2,1,,,1,,1,,5,2,1,,,,1,2,1,3,,1,,,,,,,,,,1,5,5,6,6,4,1
,,1,,,,,,,,,,1,,,mY3l0hqy2aayUWRjIYpBVA,1,,1,4,5,,,,1,1,1,1,,,2,1,,,,,,,,3,,,,1,1,3,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,3,2,3,,,1,1,,,4,1,,2,6,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,,
2,2,,1,1,6,8,10,9,10,12,9,5,2,,g-CiH6Pa-rClhDYlHGA-Mg,4,10,8,9,4,3,9,14,3,2,4,6,6,4,26,,,1,3,1,3,,5,7,6,8,8,4,14,5,3,7,14,13,11,13,,,1,,,1,,1,,1,,,,,,,,,,,2,34,11,33,19,13,5,5,,,,1,,,,,,,,,,2,2,3,7,7,10,8,2,,3,checkin,1,1,2,,34,2,29,19,6,5,22,2,7,6,4,10,8,3,,5,3,11,4,5,4,2,8,7,1,3,5,8,4,,1,,,,,,,,,,,,,,,,,,,,1,,,,,31,9,7,17,27,22,36
,,,,,,,,,,,,,,1,1Up3ZUh37Z8OIan0xQFxLQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Qnip6i9Zyd76QZ3X8elWjQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,,,,1,0HjNgRpD6-knnoiuzf3VZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,,,2,1,,1,,1,1,,2,,,,,,,,1,,1,1,2,1,,,,,,2,,,,,,,,,,,,checkin,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,2,,,1,,,,,,,
,,,,,,,,,,,,,,,CKRALj772nYFBl2ePF6lpw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,3,5,1
,,1,,,,1,,,,,,,,,UwUkSpVnU5hlw-zHrCBa0w,,,1,1,,1,2,2,,1,,,1,1,,,,,,,,,,,,,1,1,1,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,,,2,,,,1,1,,,1,3,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
,,,,,,,,,,1,,,,,XSVYjF-FW9EgsqOJO5UsWA,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,1,,,,,,,,,,SwIE90OE0A4ztIu1sFOz3A,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,-AW_tud7yzJyyK9jDFQN0g,1,,1,,4,2,3,2,1,2,1,1,2,,1,,,,,,,,2,,,1,2,3,2,2,2,3,,2,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,checkin,,,,,1,,,1,,4,1,,2,1,3,2,2,3,,2,6,3,2,1,1,,,4,4,2,2,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,2,3,1,,1
,,,,,,,,2,,,,,2,,FPvTpF43UZOIa-9QDx8_aw,1,1,,,1,2,2,2,2,1,,1,,,,,,,,,,,1,4,1,,2,3,2,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,2,3,3,1,,1,1,,1,1,1,2,,4,3,3,1,,1,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,1,
,,,1,,1,,,3,,1,,1,,,-_LReJW6VV2RBIPS_TaZWQ,,1,3,3,4,,2,4,,4,,4,3,,1,,,,,,,,,1,,1,3,2,6,4,1,1,1,1,3,2,,,,,,,,,,,1,,,,,,,,,1,,2,,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,2,,2,1,4,3,,,5,1,,1,4,2,,,4,4,,,3,3,1,3,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,4,3,4,,3,1
,,,,,,,,2,1,,1,13,14,,K5kU2IN6mXvMo-Cx0oQFZg,1,,,,,,3,6,,1,,,,1,3,14,4,1,,,,2,,,2,,2,1,,8,,2,1,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,3,,,,5,5,,,,,,,,,,,,,,1,22,28,10,,2,1,,,,checkin,,,,,1,,2,,,6,2,,,,1,1,,,1,,1,1,2,,1,,2,2,,,,,,,1,,2,,7,8,1,,,6,2,6,1,,,1,,,,,,,,,,1,3,2,4,5,1,
,,,,,,,,,,,,,,,UkUmQHgXa0jnOlXh5E0DLA,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WeZcX0rgrq4AuCC4QK_Eyg,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,H5TA7Um9Zs_vIQxBF0pQjg,,3,,,,,,,,,,,2,,,,,,,,,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,OVGeh0oDlwKe5ZlkbwiRFg,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,1,,1,,,,1,,,,,cb94P8v40VOq85TwJw1CzA,,,,,,,,,,,,,1,1,,,,,1,,2,2,,,1,,,,,,,2,,1,,,,,,1,1,,,2,,,,1,,,,1,1,,2,1,,,,,,,,,1,,,,1,,,,,1,,,,,1,,2,2,,,,1,,checkin,1,1,,1,,,,,,,,1,1,,,1,,1,,,,,,,,,,,2,,,,,,,,2,,,,,3,1,,2,1,,1,,,1,,,,,,1,,,,,,,,,
,1,,,,,,,,,,,,,,DWxCjNlQWBPTuseV9vL4bQ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,checkin,,1,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,hZad1V_zYLUXvbqWfqC_LA,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,,,,,,,,,,,2,SlMmAU1t0TPcwG2p8RaM5Q,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,checkin,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
,,,,,,,,,,,,,,,cWr1sZqJC7cC_EbczXOKqA,1,4,3,1,5,5,,,,,,1,,1,1,,,,,,,,,1,1,1,,3,4,,,,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,4,,,1,1,,,2,,,,,,1,,,,,4,2,1,2,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,,
,,,,,,,,,,,,,,,zlu8Ql5ByJ7ztgz1_qaoPQ,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3,4,1,1,1,,,,,,,,1,Rw6wB8tAG3kK6UH6tahTAQ,,1,,,1,,,,,,1,,,,,,,,,,,,1,2,,1,2,3,,,,,,,,,1,,,1,,,2,2,1,,,2,,2,1,,,,,,2,,,,,,,,2,,,,,1,,2,2,,,,,,,,,,,,3,,2,checkin,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,,2,1,1,2,,1,,2,,1,,,,,,,,,2,,1,,,,2,1,,1,1,,1,,,,,,,,,
1,,,,,,,,,,,,,,,4kyggAmvnuCV68CmjYm5aw,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,checkin,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,1,,,2,1,,,HEI4WFai9zoixD5GhCnbeg,,,,,1,2,2,,,,,,,,1,,,,,,,,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,checkin,,,,,1,,,1,3,1,2,1,,,,3,,,,,3,2,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,1,1,2
3,5,7,3,4,2,,,,,,,,,1,8n8lT1YP2JaO5ea-T11TFQ,,1,,1,2,1,,,,1,,,,,,,,,,,,,,,1,,2,1,2,,,,,,,,1,,2,,,,2,1,,,5,2,4,3,,6,1,,,1,1,,,,,,,,,1,,,2,,4,1,1,1,,,1,,,,,,,,8,5,1,checkin,1,5,4,3,,5,,,,,,,,,,,,,,,,,,,1,1,5,1,2,2,,,,1,,,,,,,,1,1,,,,,,,,3,1,,,1,2,1,1,1,,,,,,,
,,,,,,1,,,,,,,,,TgT0tfpBu3bRvk32t2H2sQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,checkin,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,hie20LBtxJNRU76iSL_LBw,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,Bp9DYjh3_PnDOOG65SWRsQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,,
,,,,,,,,,,,,,,,hPr5ixQA-87OxrycpokTSw,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,4,7,11,7,12,,,,,,,,3,K2irDdBk6o-JRSewkMoEqg,2,3,3,4,3,4,2,,1,,3,2,1,3,,1,,1,,,,1,5,1,1,2,6,5,3,,,3,1,,2,1,1,3,2,6,5,8,6,7,5,5,7,9,5,8,6,7,10,5,2,9,10,,,,,,,,4,4,6,6,14,10,8,6,3,7,8,5,7,1,,1,,,,1,9,8,7,checkin,9,8,5,10,,4,,,,,,1,4,2,5,1,,1,20,6,2,1,3,2,2,,5,5,8,4,5,4,1,17,4,3,5,2,1,7,2,5,4,3,9,3,5,7,6,7,8,5,7,7,2,6,8,7,10,,,,,,,
,,,,,,,6,3,,2,3,4,6,,e8Eke5v8pXw-PuRCu2uPjg,2,1,2,,6,3,7,5,1,6,,1,,2,6,1,1,1,1,,,1,1,1,1,2,1,1,4,7,3,6,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,2,17,5,,,,,,,,,,,,,,4,6,5,1,2,,,,,,checkin,,,,,4,,2,7,11,2,5,2,,2,1,2,3,1,,,3,1,2,2,1,1,5,3,1,,2,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,6,10,5,7,6,2,2
,,,,,1,,1,2,3,2,,2,2,,JPRyCrWPIo_ujOszH1NRzg,4,2,3,3,5,10,2,1,,4,3,1,2,1,6,,1,,,,,,3,1,5,5,,1,4,2,1,2,6,,1,10,,,,,,,,,,,,,,,,,,,,,,6,4,7,5,,8,5,,,,,,,,,,,,,,1,2,1,,,1,1,,,1,checkin,,,,,3,1,2,6,3,3,2,3,2,5,3,,9,3,,,4,,1,2,7,2,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,6,3,11,1,6
,,,,,,,,,,,1,,,,LzreyGNkVTYw4JFuSxWstA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,1,5,,4DhqZ0tyi2V2Mp8IqTREAA,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,2,1,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,1,,1,1,1,,,,checkin,,,,,1,,1,1,,,1,1,,,3,1,,1,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,
1,,1,,,,1,69,79,62,50,62,132,88,,PXviRcHR1mqdH4vRc2LEAQ,70,114,63,75,175,120,188,85,75,79,35,44,32,43,32,43,61,28,20,29,21,28,44,38,43,35,121,73,116,88,40,62,32,38,26,26,,,5,6,9,13,19,,,,,,,,,,,1,,,,62,76,73,51,99,110,99,,,,,,,,,1,,,,,51,73,90,54,39,33,50,,1,1,checkin,,1,1,,42,,41,44,79,93,85,44,39,33,62,104,137,93,,116,129,157,76,49,67,55,6,6,1,4,,,1,1,15,5,37,23,53,54,5,1,,38,21,35,4,,17,8,,1,,,,1,,,,94,107,112,71,73,73,74
1,2,,,2,,1,,,,,,,,,b_YLXCHmz45Kv1Fk8q3ADQ,,,,1,2,,,,,3,,,,,,,,,,,,,,1,1,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,3,,1,,,,,,,,,,,,,4,checkin,,,,,,,,,,,,1,1,,1,,3,,,,2,,,1,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,r9JJgiHpNLYQ9-p28nhZcw,1,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,checkin,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,1,1,,,,,,,,nPqwkDSrods0ofOgzB1AfA,1,,,,,,1,,,2,2,,2,,,,,,,,,,2,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,1,,checkin,,,,,,1,,,1,3,,1,1,,1,2,,,,,,1,2,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
,,,,,,,,,1,1,,,,,UHYxPlfmPLbEftz3Ntnfcg,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,1,,,,,,1,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
,,,,,,,1,1,1,1,1,1,,,1dAA6vT55o35XZT3DV4hSA,1,,1,,,2,,,1,,1,,1,,1,,,,,,,1,,,,,,1,1,3,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,,1,1,,1,,1,,,,checkin,,,,,2,,1,1,2,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,3,1,,1,2
,,,,,,1,,,,,,,,,ojUzLZogbt7rNnmSEm1Bdg,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,1,1,,,1,,,,1,2,1,2,,,1,,1,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,PG6tlo9y_-mtSzZgXMM6Dg,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,checkin,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,_31B--Q8eNp8ZLQ8bJabOw,,,,1,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,checkin,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,1,2,,,,,,,,,bKg0Ji7XgdkamWL0kVem7w,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,1,,,,,,,,,2,,,,,1,2,,,1,2,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,1,,,1,3,1,,fOUdPWO9K2y2O3mJ8vHz-w,22,1,24,17,27,58,15,13,7,14,5,1,,3,14,,,,,,1,,7,13,,10,13,8,27,11,10,10,6,1,7,9,,,,,,,,,,,,,,,,,,,,,1,15,15,1,9,2,13,15,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,10,14,15,9,7,11,9,7,2,19,24,6,,14,16,21,,19,6,12,,3,2,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,10,12,26,11,12,17,
,1,,,,,,24,45,35,48,37,54,45,,G6mZKMiDqHDgH92IOg9QhQ,9,9,17,9,13,12,20,15,14,12,4,8,8,7,10,33,40,32,29,44,16,26,3,4,1,3,2,10,5,14,10,16,5,10,3,8,11,5,11,10,23,20,27,,,1,,,,2,,,19,6,,,,54,58,38,34,63,66,63,3,6,3,,,1,,,,,,,8,36,30,45,45,32,42,32,,1,,checkin,,1,,,20,,11,13,27,17,21,3,3,8,11,19,23,13,1,16,11,32,11,11,7,9,,,,,,,,2,22,15,24,24,31,26,13,,,29,20,30,13,17,17,12,3,,,,,,,,,44,38,33,37,40,30,36
1,,,,,,,,,,,,,,,9cScBLBWFSiWzZtGlx-3aQ,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,1,2,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,2,1,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1,,1,,,,,,,,,,,,1,enq8zXgocQTuy39HWiFSJg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,
,1,,,,,,,,,,,,,,G_dzrkjUVxy2rlpfp_aS9A,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,checkin,2,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,
,,,,,,,,,,,,,,,z5DTHJ9UH2q12uRTaA45Sg,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
